Number of Hotels,,Comment_Text,Name,Rating,Positive Polarity Scores,Negative Polarity Scores,Neutral Polarity Scores,CompoundPolarityScores
551,50,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
552,51,Pleasant,Hotel Hotel Supreme,6,1,0,0,0.5106
553,52,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
554,53,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
555,54,Bad Communication Skills,Hotel Hotel Supreme,1,0,0.636,0.364,-0.5423
556,55,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
557,56,Overall was pretty good.. Staff was friendly,Hotel Hotel Supreme,6,0.561,0,0.439,0.7506
558,57,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
559,58,Worst!,Hotel Hotel Supreme,1,0,1,0,-0.6588
560,59,Wonderful,Hotel Hotel Supreme,9,1,0,0,0.5719
561,60,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
562,61,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
563,62,"Enjoyable, Satisfied ..",Hotel Hotel Supreme,8,0.851,0,0.149,0.6908
564,63,Value for money,Hotel Hotel Supreme,7,0.545,0,0.455,0.34
565,64,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
566,65,My stay was okay so far ..Will book again next time as its cheaper compare to other budget hotel,Hotel Hotel Supreme,5,0.095,0,0.905,0.2263
567,66,Staff are friendly and flexible in checking in.,Hotel Hotel Supreme,8,0.459,0,0.541,0.6249
568,67,Fair,Hotel Hotel Supreme,5,1,0,0,0.3182
569,68,🙄,Hotel Hotel Supreme,6,0,0,0,0
570,69,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
571,70,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
572,71,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
573,72,Fair,Hotel Hotel Supreme,5,1,0,0,0.3182
574,73,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
575,74,Fair,Hotel Hotel Supreme,5,1,0,0,0.3182
576,75,Poor,Hotel Hotel Supreme,3,0,1,0,-0.4767
577,76,Pleasant,Hotel Hotel Supreme,6,1,0,0,0.5106
578,77,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
579,78,Pleasant,Hotel Hotel Supreme,6,1,0,0,0.5106
580,79,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
581,80,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
582,81,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
583,82,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
584,83,Poor,Hotel Hotel Supreme,3,0,1,0,-0.4767
585,84,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
586,85,Nothing to comment or interesting.,Hotel Hotel Supreme,5,0.403,0,0.597,0.4019
587,86,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
588,87,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
589,88,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
590,89,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
591,90,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
592,91,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
593,92,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
594,93,Poor,Hotel Hotel Supreme,3,0,1,0,-0.4767
595,94,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
596,95,Nothing to comment or interesting.,Hotel Hotel Supreme,5,0.403,0,0.597,0.4019
597,96,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
598,97,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
599,98,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
600,99,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
601,0,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
602,1,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
603,2,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
604,3,Get it booked if visiting Singapore!! 🇸🇬 😁 You will not be disappointed!!,Hotel Marina Bay Sands (SG Clean),10,0.253,0,0.747,0.575
605,4,Amazing place with some flaws they could easily avoid if they wanted to,Hotel Marina Bay Sands (SG Clean),8,0.337,0.12,0.543,0.6124
606,5,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
607,6,A must go but need to improve their breakfast logistics,Hotel Marina Bay Sands (SG Clean),8,0.325,0,0.675,0.5927
608,7,Amazing stopover in Marina Bay Sands Hotel. This place is everything you've heard of and more.....,Hotel Marina Bay Sands (SG Clean),10,0.202,0,0.798,0.5859
609,8,It is a must to stay here whilst in Singapore!,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
610,9,Very Good,Hotel Marina Bay Sands (SG Clean),8,0.762,0,0.238,0.4927
611,10,Amazing service and incredible fresh room,Hotel Marina Bay Sands (SG Clean),10,0.604,0,0.396,0.7269
612,11,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
613,12,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
614,13,excellent,Hotel Marina Bay Sands (SG Clean),10,1,0,0,0.5719
615,14,everyone should come to visit Marina Bay Sand,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
616,15,Very Good,Hotel Marina Bay Sands (SG Clean),8,0.762,0,0.238,0.4927
617,16,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
618,17,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
619,18,Awesome!,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.6588
620,19,Disappointing,Hotel Marina Bay Sands (SG Clean),4,0,1,0,-0.4939
621,20,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
622,21,Great place for business travel.,Hotel Marina Bay Sands (SG Clean),8,0.506,0,0.494,0.6249
623,22,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
624,23,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
625,24,Amazing experience,Hotel Marina Bay Sands (SG Clean),10,0.792,0,0.208,0.5859
626,25,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
627,26,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
628,27,excellent,Hotel Marina Bay Sands (SG Clean),10,1,0,0,0.5719
629,28,Excellent!,Hotel Marina Bay Sands (SG Clean),10,1,0,0,0.6114
630,29,Definitely a place to come back,Hotel Marina Bay Sands (SG Clean),10,0.403,0,0.597,0.4019
631,30,Perfect in every way :-),Hotel Marina Bay Sands (SG Clean),10,0.667,0,0.333,0.7184
632,31,loved it and would definitely come back to stay again!,Hotel Marina Bay Sands (SG Clean),10,0.463,0,0.537,0.784
633,32,our spot !,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
634,33,Superb stay in top quality hotel. What an experience,Hotel Marina Bay Sands (SG Clean),9,0.457,0,0.543,0.7096
635,34,awesome,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.6249
636,35,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
637,36,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
638,37,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
639,38,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
640,39,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
641,40,Wonderful,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.5719
642,41,awesome,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.6249
643,42,"We love the whole experience at MBS. The Level 57 pool, bar and views were the highlight.",Hotel Marina Bay Sands (SG Clean),10,0.306,0,0.694,0.765
644,43,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
645,44,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
646,45,Wonderful,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.5719
647,46,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
648,47,perfect stay for a holiday with the family. loved it.,Hotel Marina Bay Sands (SG Clean),10,0.632,0,0.368,0.8834
649,48,lovely,Hotel Marina Bay Sands (SG Clean),10,1,0,0,0.5859
650,49,Wonderful,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.5719
651,50,Comfortable and a great stay!,Hotel Marina Bay Sands (SG Clean),8,0.794,0,0.206,0.8268
652,51,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
653,52,Wonderful,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.5719
654,53,So many stuff but they don’t have a yeah on hotels information,Hotel Marina Bay Sands (SG Clean),8,0.219,0,0.781,0.4215
655,54,Very Good,Hotel Marina Bay Sands (SG Clean),8,0.762,0,0.238,0.4927
656,55,it was amazing. the hotel is fantastic and the staffs are lovely.,Hotel Marina Bay Sands (SG Clean),10,0.554,0,0.446,0.9042
657,56,Best hotel ever,Hotel Marina Bay Sands (SG Clean),10,0.677,0,0.323,0.6369
658,57,perfect couple gateaway,Hotel Marina Bay Sands (SG Clean),10,0.649,0,0.351,0.5719
659,58,Very Good,Hotel Marina Bay Sands (SG Clean),8,0.762,0,0.238,0.4927
660,59,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
661,60,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
662,61,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
663,62,This was our first staycation and our family enjoyed it.,Hotel Marina Bay Sands (SG Clean),8,0.268,0,0.732,0.5106
664,63,Unforgettable experience in the heart of the city,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
665,64,Fair,Hotel Marina Bay Sands (SG Clean),5,1,0,0,0.3182
666,65,Pleasant,Hotel Marina Bay Sands (SG Clean),6,1,0,0,0.5106
667,66,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
668,67,I regret not booking for more days,Hotel Marina Bay Sands (SG Clean),9,0,0.359,0.641,-0.4215
669,68,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
670,69,mbs is a nice spot but a terrible value if you don’t require a luxury hotel experience,Hotel Marina Bay Sands (SG Clean),4,0.248,0.206,0.546,-0.0387
671,70,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
672,71,luxury,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
673,72,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
674,73,Most famous hotel in Singapore,Hotel Marina Bay Sands (SG Clean),8,0,0,1,0
675,74,A stay to remember,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
676,75,Ultimate experience,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
677,76,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
678,77,An all rounder package,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
679,78,I would love to give 10 by 10 rates that they deserve especially 24/7 reception and infinity pool,Hotel Marina Bay Sands (SG Clean),10,0.208,0,0.792,0.6369
680,79,amazing relaxing place,Hotel Marina Bay Sands (SG Clean),10,0.875,0,0.125,0.7906
681,80,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
682,81,Wonderful,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.5719
683,82,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
684,83,One of the most beautiful hotels in the world.,Hotel Marina Bay Sands (SG Clean),8,0.344,0,0.656,0.6361
685,84,Wonderful,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.5719
686,85,Was nice enough but not amazing,Hotel Marina Bay Sands (SG Clean),7,0.19,0.41,0.4,-0.4953
687,86,Good,Hotel Marina Bay Sands (SG Clean),7,1,0,0,0.4404
688,87,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
689,88,excellent,Hotel Marina Bay Sands (SG Clean),10,1,0,0,0.5719
690,89,Very Good,Hotel Marina Bay Sands (SG Clean),8,0.762,0,0.238,0.4927
691,90,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
692,91,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
693,92,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
694,93,"Wonderful, comfortable, luxurious stay, loved it.",Hotel Marina Bay Sands (SG Clean),9,0.784,0,0.216,0.8979
695,94,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
696,95,Wonderful,Hotel Marina Bay Sands (SG Clean),9,1,0,0,0.5719
697,96,"international standards , good vibe , excellent service",Hotel Marina Bay Sands (SG Clean),10,0.623,0,0.377,0.765
698,97,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
699,98,Good,Hotel Marina Bay Sands (SG Clean),7,1,0,0,0.4404
700,99,Exceptional,Hotel Marina Bay Sands (SG Clean),10,0,0,1,0
701,0,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
702,1,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
703,2,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
704,3,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
705,4,Good for a day or two stay,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,0.367,0,0.633,0.4404
706,5,Fair,Hotel Hotel Traveltine - SG Clean & Staycation Approved,5,1,0,0,0.3182
707,6,Decent hotel - great location,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,0.577,0,0.423,0.6249
708,7,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
709,8,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
710,9,perfect for a comfortable 1 or 2 day transit in Singapore without having to break the bank,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.368,0,0.632,0.7906
711,10,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
712,11,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
713,12,Pleasant,Hotel Hotel Traveltine - SG Clean & Staycation Approved,6,1,0,0,0.5106
714,13,great hotel,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.804,0,0.196,0.6249
715,14,Fair,Hotel Hotel Traveltine - SG Clean & Staycation Approved,5,1,0,0,0.3182
716,15,Excellent stay..,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.787,0,0.213,0.5719
717,16,We used it as a one night stop over - lady at reception was very nice.,Hotel Hotel Traveltine - SG Clean & Staycation Approved,5,0.179,0.127,0.694,0.2247
718,17,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
719,18,"Nice staff and nice location, let down by some issues with the room and not the greatest wifi experience.",Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,0.224,0.135,0.641,0.3031
720,19,Ok,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.296
721,20,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
722,21,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
723,22,Pleasant.,Hotel Hotel Traveltine - SG Clean & Staycation Approved,6,1,0,0,0.5106
724,23,Overall stay not to bad.,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,0.416,0,0.584,0.431
725,24,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
726,25,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
727,26,Value for money and good location,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,0.57,0,0.43,0.6486
728,27,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
729,28,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
730,29,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
731,30,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
732,31,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
733,32,Better than expected,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.592,0,0.408,0.4404
734,33,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
735,34,Good location,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0.744,0,0.256,0.4404
736,35,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
737,36,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
738,37,Good place to stay.,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.492,0,0.508,0.4404
739,38,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
740,39,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
741,40,Friendly staffs and Hassle free check in and out,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.481,0,0.519,0.7579
742,41,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
743,42,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
744,43,convenient and helpful staff,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0.483,0,0.517,0.4215
745,44,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
746,45,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
747,46,Pleasant,Hotel Hotel Traveltine - SG Clean & Staycation Approved,6,1,0,0,0.5106
748,47,"Clean,",Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4019
749,48,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
750,49,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
751,50,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
752,51,No comment,Hotel Hotel Traveltine - SG Clean & Staycation Approved,5,0,0.688,0.312,-0.296
753,52,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
754,53,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
755,54,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
756,55,amazing!,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,1,0,0,0.6239
757,56,"i enjoyed my stay at traveltine, it works well around my requirements",Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,0.375,0,0.625,0.6597
758,57,Great reasonable priced clean hotel tucked in the corner of rustic charm city of Kampong Glam,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.422,0,0.578,0.8591
759,58,"There is a long pause due to covid, but many things can be improved without adding cost.",Hotel Hotel Traveltine - SG Clean & Staycation Approved,6,0.217,0,0.783,0.631
760,59,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
761,60,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
762,61,"Would recommend only for short term stay and for a place to sleep, not so much to work in.",Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.128,0,0.872,0.3612
763,62,Great location for relaxation.,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.789,0,0.211,0.8176
764,63,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
765,64,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
766,65,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
767,66,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
768,67,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
769,68,A no-frills hotel that seems new and in a good location,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.266,0,0.734,0.4404
770,69,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
771,70,Great guest service officer two thumbs up feels welcoming and the bedroom definitely will sum up my stay for sure!,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.434,0,0.566,0.906
772,71,"great location, friendly staff, free parking, lots of food/coffee around. decent value for money.",Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,0.565,0,0.435,0.9186
773,72,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
774,73,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
775,74,Pleasant,Hotel Hotel Traveltine - SG Clean & Staycation Approved,6,1,0,0,0.5106
776,75,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
777,76,Good location walking to Haji Lane and Arab Street.,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.266,0,0.734,0.4404
778,77,Clean beddings and whitish towels,Hotel Hotel Traveltine - SG Clean & Staycation Approved,6,0.403,0,0.597,0.4019
779,78,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
780,79,Will come back again,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0,0,1,0
781,80,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
782,81,Just great location.,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.672,0,0.328,0.6249
783,82,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
784,83,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
785,84,Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,7,1,0,0,0.4404
786,85,Brilliant hotel,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9.6,0.792,0,0.208,0.5859
787,86,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
788,87,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
789,88,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
790,89,Everything you need for a quick visit in Singapore,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9.2,0,0,1,0
791,90,Great hotel. Quiet rooms and Ideal location.,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.6,0,0.4,0.8176
792,91,Great value Basecamp from which to explore Singapore,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.52,0,0.48,0.7579
793,92,Not what I expected from a 4*,Hotel Hotel Traveltine - SG Clean & Staycation Approved,5,0,0,1,0
794,93,Wonderful,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,1,0,0,0.5719
795,94,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
796,95,Perfect hotel!,Hotel Hotel Traveltine - SG Clean & Staycation Approved,9,0.8,0,0.2,0.6114
797,96,Fantastic Stay,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0.783,0,0.217,0.5574
798,97,Exceptional,Hotel Hotel Traveltine - SG Clean & Staycation Approved,10,0,0,1,0
799,98,Pleasant,Hotel Hotel Traveltine - SG Clean & Staycation Approved,6,1,0,0,0.5106
800,99,Very Good,Hotel Hotel Traveltine - SG Clean & Staycation Approved,8,0.762,0,0.238,0.4927
801,0,Friendly staff won't ruin your holiday. Neat & clean. Close to transport. S$26 from A/P carsharing.,Hotel Hotel Grand Pacific (SG Clean),8,0.494,0.093,0.413,0.8662
802,1,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
803,2,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
804,3,Disappointing,Hotel Hotel Grand Pacific (SG Clean),4,0,1,0,-0.4939
805,4,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
806,5,Fair,Hotel Hotel Grand Pacific (SG Clean),5,1,0,0,0.3182
807,6,Overall is just an average stay and nothing to shout about.,Hotel Hotel Grand Pacific (SG Clean),4,0,0,1,0
808,7,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9,1,0,0,0.5719
809,8,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
810,9,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
811,10,Fair,Hotel Hotel Grand Pacific (SG Clean),5,1,0,0,0.3182
812,11,okay but can be improved,Hotel Hotel Grand Pacific (SG Clean),6,0.651,0,0.349,0.6808
813,12,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9,1,0,0,0.5719
814,13,Disappointing,Hotel Hotel Grand Pacific (SG Clean),4,0,1,0,-0.4939
815,14,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
816,15,Great!,Hotel Hotel Grand Pacific (SG Clean),8,1,0,0,0.6588
817,16,Was good,Hotel Hotel Grand Pacific (SG Clean),8,0.744,0,0.256,0.4404
818,17,"Location is perfect. However, hotel needs renovation and better housekeeping.",Hotel Hotel Grand Pacific (SG Clean),5,0.452,0,0.548,0.765
819,18,terrible.,Hotel Hotel Grand Pacific (SG Clean),1,0,1,0,-0.4767
820,19,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
821,20,I will stay this hotel again for next visiting Singapore.,Hotel Hotel Grand Pacific (SG Clean),8,0,0,1,0
822,21,"nice reception, dirty room",Hotel Hotel Grand Pacific (SG Clean),1,0.364,0.377,0.26,-0.0258
823,22,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
824,23,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
825,24,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
826,25,Wonderful,Hotel Hotel Grand Pacific (SG Clean),9,1,0,0,0.5719
827,26,Fair,Hotel Hotel Grand Pacific (SG Clean),5,1,0,0,0.3182
828,27,Pleasant,Hotel Hotel Grand Pacific (SG Clean),6,1,0,0,0.5106
829,28,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
830,29,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
831,30,everything was okay except facilities in room 911,Hotel Hotel Grand Pacific (SG Clean),7,0.213,0,0.787,0.2263
832,31,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
833,32,Very Poor,Hotel Hotel Grand Pacific (SG Clean),2,0,0.772,0.228,-0.5256
834,33,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
835,34,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
836,35,Clean and good location,Hotel Hotel Grand Pacific (SG Clean),5,0.737,0,0.263,0.6808
837,36,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
838,37,Good,Hotel Hotel Grand Pacific (SG Clean),7,1,0,0,0.4404
839,38,Exceptional,Hotel Hotel Grand Pacific (SG Clean),10,0,0,1,0
840,39,Very Good,Hotel Hotel Grand Pacific (SG Clean),8,0.762,0,0.238,0.4927
